ngram,company,value
setting_alarm,Black  Dot,2
setting_alarm,Black  Spot,1
setting_alarm,White,1
setting_also,Charcoal Fabric ,2
setting_apps,Heather Gray Fabric ,2
setting_background,Black  Show,1
setting_called,Black,1
setting_clearly,White  Spot,1
setting_couldnt,Black  Plus,1
setting_daily,Black  Spot,1
setting_decide,White  Spot,1
setting_device,Black  Spot,1
setting_device,Configuration: Fire TV Stick,1
setting_doe,White  Spot,1
setting_doesnt,Black  Plus,1
setting_dot,Black,1
setting_half,White  Plus,1
setting_happened,Black  Plus,1
setting_involved,Black  Spot,1
setting_led,Black,1
setting_lock,Black  Dot,2
setting_longer,White,1
setting_matched,Heather Gray Fabric ,2
setting_opt,White  Spot,1
setting_oven,White  Dot,2
setting_reminder,Heather Gray Fabric ,2
setting_reminds,White  Show,1
setting_rotate,White  Spot,1
setting_snooze,White  Spot,1
setting_timer,Black  Show,1
setting_timer,Oak Finish ,2
setting_timer,White  Spot,1
setting_turn,White  Show,1
setting_turning,Black,1
setting_use,White  Spot,1
setting_wa,Black  Dot,2
setting_would,Black  Spot,1
setting_youngest,Configuration: Fire TV Stick,1
settingshome_clockhome,White  Spot,1
settins_cannot,White  Show,1
settle_plane,White  Plus,1
setup_alexa,Configuration: Fire TV Stick,1
setup_alexa,White  Dot,2
setup_app,Charcoal Fabric ,2
setup_bulb,Black  Plus,1
setup_come,Black  Plus,1
setup_control,Black  Plus,1
setup_couldnt,Black,1
setup_device,Black  Plus,2
setup_discovered,White  Show,1
setup_easy,Black  Dot,2
setup_easy,Configuration: Fire TV Stick,1
setup_enjoying,Configuration: Fire TV Stick,1
setup_find,Black  Plus,1
setup_floor,Black  Plus,1
setup_fun,Heather Gray Fabric ,2
setup_fun,White  Plus,1
setup_google,Black  Spot,1
setup_great,Black  Plus,1
setup_great,Configuration: Fire TV Stick,1
setup_guide,White  Show,1
setup_inviting,Black  Show,1
setup_issue,Configuration: Fire TV Stick,1
setup_learn,Configuration: Fire TV Stick,1
setup_let,Charcoal Fabric ,2
setup_looking,Black  Plus,1
setup_love,Black  Spot,1
setup_love,Heather Gray Fabric ,2
setup_nest,Black  Plus,1
setup_onetime,Configuration: Fire TV Stick,1
setup_plan,Black  Plus,1
setup_pretty,Heather Gray Fabric ,2
setup_process,Black  Spot,1
setup_reason,White  Plus,1
setup_schedule,Heather Gray Fabric ,2
setup_simple,Black  Spot,1
setup_skill,Black  Plus,1
setup_sometimes,Configuration: Fire TV Stick,1
setup_sound,Black  Plus,1
setup_still,Charcoal Fabric ,2
setup_thought,Black  Plus,1
setup_use,Black  Dot,2
setup_use,Black  Show,2
setup_use,Configuration: Fire TV Stick,2
setup_use,White  Plus,1
setup_using,Charcoal Fabric ,2
setup_wa,Black  Plus,2
setup_wa,Black  Show,1
setup_wa,Black  Spot,1
setup_wa,Charcoal Fabric ,6
setup_wa,Configuration: Fire TV Stick,2
setup_wa,White,1
setup_wasnt,Heather Gray Fabric ,2
setup_work,Configuration: Fire TV Stick,1
setup_drop,Black  Show,1
setup _wa,Black  Spot,1
sever_cable,Configuration: Fire TV Stick,1
several_day,Black,1
several_different,Black  Dot,2
several_echo,Charcoal Fabric ,2
several_echo,White  Spot,1
several_echodot,Black,1
several_great,Black  Show,1
several_help,White  Show,1
several_month,Black,1
several_one,Black,1
several_recommend,Configuration: Fire TV Stick,1
several_room,Configuration: Fire TV Stick,1
several_time,Black,1
several_time,Charcoal Fabric ,2
several_time,White,1
several_tip,Charcoal Fabric ,2
several_unit,White  Spot,1
several_wifi,Black,1
sewing_room,Black  Show,1
shaking_jumping,Black  Show,1
shape_doesnt,Black  Spot,1
shape_even,Black  Plus,1
shape_one,Black  Spot,1
sharing_news,Black  Dot,2
sharp_sometimes,Black  Show,1
shell_extra,Black  Spot,1
shelled_money,Black,1
shes_alarm,White  Plus,1
shes_alexa,Black  Plus,1
shes_always,Black  Plus,1
shes_core,White  Plus,1
shes_found,White  Spot,1
shes_keeper,Black  Dot,2
shes_listening,White,1
shell_even,White  Spot,1
shes_convert,Black  Spot,1
shes_part,Charcoal Fabric ,2
shes_playing,Black,1
shes_really,White  Spot,1
shifting_mindset,Black  Plus,1
shine_office,White  Spot,1
shine_stat,Black  Dot,2
shining_say,Black  Plus,1
ship_daughter,Charcoal Fabric ,2
ship_product,Black  Plus,1
shipment_packaging,Black  Dot,2
shipped_defective,Black  Plus,1
shipped_without,Black  Show,1
shipping_ha,Black,1
shipping_thank,Black  Plus,1
shipping_work,Black,1
shippingthank_much,Black  Plus,1
shocked_get,White,1
shooting_effort,Black  Dot,2
shop_amazon,White,1
shop_app,Black  Dot,2
shop_like,Black  Dot,2
shopping_comfort,Black  Plus,1
shopping_funsometimes,White  Spot,1
shopping_google,Black  Spot,1
shopping_list,Black,1
shopping_list,Black  Show,5
shopping_list,Black  Spot,1
shopping_list,Charcoal Fabric ,4
shopping_list,White  Plus,1
shopping_list,White  Show,2
shopping_well,Black,1
shoppingto_list,White  Show,1
short_clean,White  Spot,1
short_easy,Configuration: Fire TV Stick,1
short_instruction,Black  Spot,1
short_moved,Black  Show,1
short_story,Black  Dot,2
short_time,Black  Dot,2
shortcoming_potential,Black  Plus,1
shorted_oh,Black  Show,1
shorter_greater,Sandstone Fabric ,2
shortly_amazon,Black  Show,1
shortly_got,White,1
shouldnt_hard,Black  Plus,1
shouldnt_purchased,White,1
shouldnt_released,Black  Dot,2
shouldnt_wake,Configuration: Fire TV Stick,1
shouldve_clear,Black  Plus,1
shout_help,White  Plus,1
shout_question,Black  Dot,2
shout_time,Black,1
show_able,Black  Show,1
show_accompanying,Black  Show,1
show_account,Black  Show,1
show_added,Black  Show,1
show_advanced,Black  Spot,1
show_alexa,Configuration: Fire TV Stick,1
show_alexa,Sandstone Fabric ,2
show_alexa,White  Show,1
show_amazing,Black  Show,1
show_amazon,Black  Show,1
show_ant,Black  Spot,1
show_available,Configuration: Fire TV Stick,1
show_awesome,Black  Show,2
show_awesome,Configuration: Fire TV Stick,1
show_bed,White  Spot,1
show_bedroom,Sandstone Fabric ,2
show_best,White  Show,1
show_broken,Black  Show,1
show_came,Black  Plus,1
show_came,White  Show,1
show_camera,Black  Show,1
show_capability,Black  Show,1
show_cell,White  Show,1
show_cheapest,Configuration: Fire TV Stick,1
show_clock,Black  Spot,1
show_cord,Black,1
show_couple,White  Spot,1
show_cozi,Black  Show,1
show_daughter,Black  Show,1
show_decided,Black  Spot,1
show_display,White  Show,1
show_ditched,Configuration: Fire TV Stick,1
show_doe,Black  Show,2
show_doesnt,Black  Show,1
show_dot,Black  Show,1
show_dropped,Black  Show,1
show_echo,Black  Plus,1
show_echo,White  Plus,1
show_enable,Black  Show,1
show_etc,Black  Spot,1
show_everything,Black  Show,1
show_expectation,Black  Show,1
show_fact,White  Show,1
show_far,Configuration: Fire TV Stick,1
show_far,White  Show,1
show_favorite,White  Show,1
show_feature,Black  Show,1
show_firestick,Configuration: Fire TV Stick,1
show_flash,Black  Spot,1
show_free,Configuration: Fire TV Stick,1
show_get,Black  Show,1
show_go,Black  Show,1
show_great,Black  Show,2
show_great,White  Show,1
show_ha,Black  Show,3
show_ha,Black  Spot,1
show_heck,Black  Spot,1
show_highly,White  Show,1
show_home,Black  Show,2
show_hub,White  Plus,1
show_idea,Black  Show,1
show_iphones,Black,1
show_issue,Black  Show,1
show_itll,Configuration: Fire TV Stick,1
show_itselfi,Black  Show,1
show_im,Black  Show,1
show_im,White  Show,1
show_keep,White  Show,2
show_keeping,Configuration: Fire TV Stick,1
show_kitchen,Black  Show,1
show_kitchen,Black  Spot,1
show_lacking,Black  Show,1
show_like,Black  Show,1
show_like,Charcoal Fabric ,2
show_like,White  Spot,1
show_limited,Black  Show,1
show_listen,White  Show,1
show_living,White  Spot,1
show_long,Black  Show,1
show_look,Black  Spot,1
show_loses,Black  Show,1
show_love,Black  Show,4
show_love,Configuration: Fire TV Stick,1
show_lyric,Black  Spot,1
show_lyric,White  Spot,2
show_movie,Configuration: Fire TV Stick,3
show_much,Black  Show,2
show_music,Black  Show,1
show_music,Black  Spot,1
show_music,Configuration: Fire TV Stick,1
show_need,Black  Show,1
show_need,Configuration: Fire TV Stick,1
show_nothing,Configuration: Fire TV Stick,1
show_offer,Black  Show,1
show_oh,Black  Show,1
show_ok,Black  Show,1
show_original,Black  Spot,1
show_perfect,White  Show,1
show_personal,White  Show,1
show_pleased,Black  Show,1
show_possible,Black  Show,1
show_pretty,Configuration: Fire TV Stick,1
show_probably,White  Spot,1
show_problem,Black  Plus,1
show_problem,Black  Show,1
show_properly,Black  Show,1
show_quickly,Configuration: Fire TV Stick,1
show_random,Black,1
show_range,Black,1
show_rather,Configuration: Fire TV Stick,1
show_red,Oak Finish ,2
show_ring,Black  Plus,1
show_said,Black  Show,1
show_samsunggalaxy,White  Plus,1
show_screen,Black  Spot,1
show_screen,White  Spot,1
show_seemed,Black  Show,1
show_sent,Black  Show,1
show_show,Black  Show,1
show_shuffle,Black  Show,1
show_song,Black  Show,2
show_sound,Black  Show,2
show_spot,Black  Show,2
show_spot,White  Spot,1
show_stay,Configuration: Fire TV Stick,1
show_stink,Black  Show,1
show_surprised,White  Show,1
show_take,Black  Show,1
show_talk,Configuration: Fire TV Stick,1
show_thing,Black  Spot,1
show_thing,White  Show,1
show_time,Black  Spot,2
show_time,White  Spot,1
show_told,White  Show,1
show_touch,Black  Show,1
show_used,White  Spot,1
show_version,Black  Plus,1
show_video,Black  Show,4
show_video,Black  Spot,1
show_wa,Black  Show,2
show_wa,White  Show,1
show_wa,White  Spot,1
show_want,Configuration: Fire TV Stick,2
show_watching,Configuration: Fire TV Stick,1
show_weather,Black  Spot,1
show_went,Black  Show,1
show_whitenbspgreat,White  Show,1
show_work,Black  Show,1
show_worth,Black  Show,1
show_would,Black  Show,2
show_would,White  Show,1
show_wouldnt,White  Show,1
shower_love,White,1
showering_listen,Black  Dot,2
showi_watch,Black  Show,1
showing_amazon,Configuration: Fire TV Stick,1
showing_language,Charcoal Fabric ,2
showing_lyric,Black  Show,1
showing_time,Configuration: Fire TV Stick,1
showing_wall,Configuration: Fire TV Stick,1
showman_little,Heather Gray Fabric ,2
shown_cut,White  Spot,1
shown_knew,White,1
showno_complaint,Black  Show,1
showsit_display,White  Spot,1
showtime_etc,Configuration: Fire TV Stick,1
sht_daughter,Black,1
shuffle_favorite,Black  Show,1
shut_hulu,Configuration: Fire TV Stick,1
shut_light,White  Plus,1
shut_microphone,White  Dot,2
shut_said,Black  Plus,1
shut_tv,White  Plus,1
shut_wa,Black  Spot,1
shuts_work,Black,1
shutting_problem,Black  Show,1
sibling_using,White  Plus,1
side_doesnt,White  Spot,1
side_drop,White  Spot,1
side_echo,Black  Plus,2
side_house,Charcoal Fabric ,2
side_side,Black  Plus,1
sigh_exasperationi,Black  Plus,1
sign_questionable,Black  Dot,2
sign_start,Configuration: Fire TV Stick,1
sign_time,White  Show,1
significant_difference,Black,1
silly_joke,Black  Dot,2
silly_nanny,White  Spot,1
silly_selfies,White  Spot,1
silly_simple,Black  Plus,1
silver_model,Black  Plus,1
similar_easy,Configuration: Fire TV Stick,1
simple_added,Black  Plus,1
simple_alarm,Black  Show,1
simple_command,Charcoal Fabric ,2
simple_device,Black  Spot,1
simple_easy,Black  Plus,1
simple_effective,Black  Plus,1
simple_enough,Black,1
simple_face,Black  Spot,1
simple_fix,Black  Spot,1
simple_get,Charcoal Fabric ,2
simple_great,Black  Dot,2
simple_install,Configuration: Fire TV Stick,1
simple_one,Black  Dot,2
simple_purchase,Black,1
simple_question,White  Plus,1
simple_recognizes,Black  Dot,2
simple_seamlessnot,Black  Plus,1
simple_set,Black,1
simple_set,Black  Dot,2
simple_set,Black  Plus,2
simple_set,Black  Show,1
simple_set,White,1
simple_setup,Black  Show,1
simple_setup,White  Plus,1
simple_thing,Black  Dot,2
simple_thing,Black  Spot,1
simple_thing,Heather Gray Fabric ,2
simple_touch,Black  Spot,1
simple_use,Configuration: Fire TV Stick,1
simple_use,Heather Gray Fabric ,2
simple_voice,Black  Plus,1
simple_work,White  Plus,1
simpler_device,White  Show,1
simpler_little,White  Spot,1
simplicity_use,White,1
simplified_life,Black  Dot,2
simplify_improve,Configuration: Fire TV Stick,1
simply_amazing,Configuration: Fire TV Stick,1
simply_amazing,White  Plus,1
simply_amazing,White  Spot,1
simply_love,Charcoal Fabric ,2
simply_making,White  Spot,1
simply_many,Black  Plus,1
simply_open,Heather Gray Fabric ,2
simply_thought,Charcoal Fabric ,2
simultaneously_must,Black,1
simultaneously_must,Black  Dot,2
simultaneously_pandora,Charcoal Fabric ,2
sin_olor,White  Dot,2
since_alexa,Charcoal Fabric ,2
since_amazon,Heather Gray Fabric ,2
since_audiophile,Charcoal Fabric ,2
since_bedroom,Black  Spot,1
since_beginning,Charcoal Fabric ,2
since_built,Black  Plus,1
since_childhood,Heather Gray Fabric ,2
since_chocolate,White  Plus,1
since_connection,Black  Dot,2
since_control,White  Spot,1
since_device,Black  Spot,1
since_doesnt,Heather Gray Fabric ,2
since_english,Sandstone Fabric ,2
since_father,Black  Show,1
since_first,Heather Gray Fabric ,2
since_got,Black  Dot,2
since_got,Charcoal Fabric ,4
since_hub,Black  Plus,1
since_play,Black  Show,1
since_problem,Black  Plus,1
since_several,Black,1
since_sliced,Black  Spot,1
since_sliced,White  Spot,1
since_small,White  Spot,1
since_sold,White  Spot,1
since_unplugged,Black,1
since_using,Configuration: Fire TV Stick,1
since_wa,Black  Dot,2
since_work,Black,1
sing_along,Black  Spot,1
sing_along,White  Show,1
sing_alongside,Black  Show,1
sing_careless,Black  Spot,1
singing_alexa,Black  Dot,2
singing_oh,White  Plus,1
single_issue,Black  Plus,1
single_led,White  Plus,1
single_song,Black  Show,1
singley_plugged,Configuration: Fire TV Stick,1
sink_wireless,Black,1
sinqued_right,Charcoal Fabric ,2
siri_answer,Charcoal Fabric ,2
siri_cannot,Black  Spot,1
siri_fact,Charcoal Fabric ,2
siri_get,Black  Spot,1
siri_phone,White  Dot,2
siri_shes,Black,1
siri_still,Black  Spot,1
siri _feature,Black,1
sirriusxm_account,Black  Plus,1
sister_echo,Black  Dot,2
sister_ha,White  Dot,2
sister_hasnt,Configuration: Fire TV Stick,1
sister_one,Black  Spot,1
sister_second,Black,1
sister_wa,Charcoal Fabric ,2
sit_commercial,Configuration: Fire TV Stick,1
site_cause,Configuration: Fire TV Stick,1
site_give,Black  Show,1
site_thats,Black  Dot,2
sits_clock,White  Spot,1
sits_desk,Black,1
sits_higher,Black  Spot,1
sits_living,White  Spot,1
sits_much,Black  Spot,1
sits_nightstand,Black  Spot,1
sits_one,Configuration: Fire TV Stick,1
sitting_fairly,Black  Spot,1
sitting_feature,Black  Plus,1
sitting_kitchen,Charcoal Fabric ,2
sitting_night,Black  Spot,1
sitting_tinny,White  Show,1
situation_one,Black  Spot,1
six_throughout,White  Dot,2
six_wa,Black  Dot,2
six_word,Black,1
size_awkward,Black  Dot,2
size_bedroom,White  Spot,1
size_bedside,White  Spot,1
size_bought,Black  Spot,1
size_device,White  Spot,1
size_echo,Black,2
size_echo,Black  Spot,3
size_echo,Charcoal Fabric ,2
size_echo,White  Dot,2
size_echo,White  Spot,1
size_expect,Black,1
size_fill,Black  Plus,1
size_fun,Charcoal Fabric ,2
size_generation,Charcoal Fabric ,2
size_great,Black  Dot,2
size_hear,Black  Spot,1
size_however,Black  Dot,2
size_lot,White  Spot,1
size_love,White  Plus,1
size_material,Sandstone Fabric ,2
size_prize,Charcoal Fabric ,2
size_room,Black  Dot,2
size_screen,Black  Spot,3
size_slightly,Black  Spot,1
size_speaker,Black  Dot,2
size_stationed,Heather Gray Fabric ,2
size_thats,Black  Spot,1
size_unit,Black  Plus,1
size_version,Black,1
size_video,Black  Show,1
size_well,Black  Spot,1
size_work,Black  Dot,2
sized_echo,Black  Dot,2
sized_model,Black  Dot,2
sizemy_regret,Black  Plus,1
skeptical_first,Black  Spot,1
skill_actually,Black  Plus,1
skill_add,Black  Plus,1
skill_added,Black  Dot,2
skill_added,White  Dot,2
skill_amazing,Black  Dot,2
skill_anypod,Black  Spot,1
skill_app,Black  Plus,1
skill_available,Black  Show,1
skill_created,Black  Dot,2
skill_download,Black  Spot,1
skill_echo,White  Plus,1
skill_enabled,Black  Show,1
skill_enjoy,White  Spot,1
skill_even,White  Spot,1
skill_excellent,Black  Spot,1
skill_fun,Black  Dot,2
skill_get,Black  Spot,1
skill_getting,Heather Gray Fabric ,2
skill_good,Black  Plus,1
skill_great,White  Show,1
skill_ha,White  Plus,1
skill_happy,Black  Dot,2
skill_hearing,Black  Spot,1
skill_increasing,White  Spot,1
skill_little,Black  Dot,2
skill_make,Black  Show,1
skill_navigate,Black  Show,1
skill_needed,Black  Plus,1
skill_really,Charcoal Fabric ,2
skill_routine,Charcoal Fabric ,2
skill_shop,Black  Dot,2
skill_show,Black  Show,1
skill_syncing,Black  Spot,1
skill_take,Black  Show,1
skill_want,Black  Plus,1
skill_work,Black  Plus,1
skill_would,White  Spot,1
skill_yet,White  Spot,1
skillsjust_discovered,Black  Spot,1
skip_song,White  Plus,1
skype_doe,Black  Show,2
skype_face,Black  Spot,1
skype_often,White  Spot,1
skype_year,Black  Show,1
sleek_design,White  Plus,1
sleek_little,White  Spot,1
sleek_look,Black  Spot,1
sleep_ask,Charcoal Fabric ,2
sleep_light,Black  Spot,1
sleep_lightening,White  Spot,1
sleep_love,Black,1
sleep_mode,Configuration: Fire TV Stick,1
sleep_mode,White  Spot,1
sleep_much,Black  Spot,1
sleep_nonschool,White  Spot,1
sleep_schedule,Black  Spot,1
sleep_screen,Black  Spot,1
sleep_softly,White  Spot,1
sleep_sound,Black  Dot,6
sleep_sound,Black  Spot,1
sleep_sound,Charcoal Fabric ,2
sleep_thunderstorm,Black  Spot,1
sleep_timer,White  Dot,2
sleep_tried,Black  Show,1
sleep_two,Black  Spot,1
sleep_use,Black  Dot,2
sleeper_wind,Black  Spot,1
sleeping_music,Black  Show,1
sleeping_sound,Sandstone Fabric ,2
sleeping_wife,Black  Spot,1
sleeping_yelling,Black  Spot,1
sleepy_zonkedout,Black  Spot,1
sliced_bread,Black  Spot,1
sliced_bread,White  Spot,1
slide_since,Black  Spot,1
slideshow_mode,Black  Show,1
slight_problem,Black  Plus,1
slightly_better,Black  Plus,1
slightly_better,Charcoal Fabric ,2
slightly_improve,Black  Spot,1
slightly_larger,Configuration: Fire TV Stick,1
slightly_le,Black  Dot,2
slightly_louder,Black  Spot,1
sling_start,Configuration: Fire TV Stick,1
sling_tvi,Configuration: Fire TV Stick,1
slow_clocking,Configuration: Fire TV Stick,1
slow_compared,Black  Spot,1
slow_help,Black  Show,1
slow_internet,White  Show,1
slow_know,Configuration: Fire TV Stick,1
slow_mode,White  Spot,1
slow_opening,Configuration: Fire TV Stick,1
slow_provider,Black  Show,1
slow_took,Black  Dot,2
slowly_adding,White  Plus,1
slowly_clearly,Heather Gray Fabric ,2
slowly_dims,White  Spot,1
slowly_learning,Charcoal Fabric ,2
small_amount,Configuration: Fire TV Stick,1
small_blue,Black  Dot,2
small_bluetooth,Black,1
small_business,Black  Spot,1
small_convenient,Black  Dot,2
small_customer,White  Plus,1
small_deal,Charcoal Fabric ,2
small_device,Black  Spot,1
small_device,Charcoal Fabric ,2
small_device,White  Dot,2
small_doe,White  Spot,1
small_echo,Charcoal Fabric ,2
small_echo,White,1
small_enough,White  Spot,1
small_flat,Sandstone Fabric ,2
small_footprint,Black,1
small_footprint,Black  Dot,2
small_good,Black  Spot,1
small_hard,Black  Spot,1
small_im,Black  Spot,1
small_limited,Black  Dot,2
small_lot,White  Spot,1
small_packageeasy,Charcoal Fabric ,2
small_problem,White,1
small_really,White  Spot,1
small_round,White  Spot,1
small_screen,White  Spot,1
small_see,Black  Spot,1
small_selection,Black  Dot,2
small_setup,Heather Gray Fabric ,2
small_size,Black  Dot,4
small_size,Black  Spot,1
small_space,Black  Dot,1
small_space,White  Spot,1
small_speaker,Black  Dot,4
small_speaker,Charcoal Fabric ,4
small_text,Black  Show,1
small_unobtrusive,White  Spot,1
small_watch,White  Spot,1
smaller_another,Black  Dot,2
smaller_anticipated,Black  Spot,1
smaller_echo,Black  Dot,2
smaller_ha,Black  Spot,1
smaller_one,Black  Spot,1
smaller_original,Charcoal Fabric ,2
smaller_slightly,Black  Dot,2
smaller_thought,Black  Spot,1
smaller_tweeter,Black  Plus,1
smaller_unit,Charcoal Fabric ,2
smaller_wa,Black  Spot,1
smart_,Black,1
smart_alarm,Black  Spot,1
smart_bulb,Black  Plus,6
smart_bulb,Charcoal Fabric ,2
smart_bulb,White  Plus,2
smart_buyi,White  Plus,1
smart_device,Black,1
smart_device,Black  Dot,4
smart_device,Black  Plus,3
smart_device,Black  Show,2
smart_device,Black  Spot,1
smart_device,Charcoal Fabric ,2
smart_devicesplus,Configuration: Fire TV Stick,1
smart_devise,Black  Plus,1
smart_door,Black  Plus,1
smart_enough,Black  Plus,1
smart_enough,Sandstone Fabric ,2
smart_haha,Black  Spot,1
smart_home,Black,3
smart_home,Black  Dot,6
smart_home,Black  Plus,11
smart_home,Black  Show,2
smart_home,Black  Spot,3
smart_home,Charcoal Fabric ,2
smart_home,Heather Gray Fabric ,4
smart_home,White  Plus,6
smart_home,White  Show,3
smart_home,White  Spot,1
smart_house,Black  Plus,1
smart_hub,Black  Plus,5
smart_hubbed,Black  Plus,1
smart_item,Black  Plus,1
smart_im,Charcoal Fabric ,2
smart_light,Black  Plus,4
smart_light,Black  Show,1
smart_light,Sandstone Fabric ,2
smart_light,White  Plus,1
smart_lighting,Black,1
smart_linksplug,White  Dot,2
smart_lock,Black  Plus,1
smart_lock,Charcoal Fabric ,2
smart_nightstand,Black  Spot,1
smart_outlet,White  Dot,2
smart_phone,Configuration: Fire TV Stick,1
smart_phone,Heather Gray Fabric ,2
smart_plug,Black  Dot,8
smart_plug,Black  Plus,1
smart_plug,Black  Show,1
smart_plug,Black  Spot,3
smart_plug,Charcoal Fabric ,4
smart_plug,Heather Gray Fabric ,2
smart_plug,White  Plus,2
smart_plug,White  Spot,1
smart_plughas,Black  Spot,1
smart_plugins,Black  Spot,1
smart_product,Black  Dot,2
smart_product,Charcoal Fabric ,2
smart_question,White  Dot,2
smart_siri,Black  Spot,1
smart_socket,Charcoal Fabric ,2
smart_speaker,Black  Dot,4
smart_speaker,Black  Plus,1
smart_speaker,Black  Spot,1
smart_speaker,Charcoal Fabric ,6
smart_speaker,Heather Gray Fabric ,2
smart_sweet,Black  Spot,1
smart_switched,Black,1
smart_system,Black  Dot,2
smart_system,Black  Plus,1
smart_thing,Black  Plus,1
smart_tv,Black,1
smart_tv,Black  Show,1
smart_tv,Charcoal Fabric ,2
smart_tv,Configuration: Fire TV Stick,5
smartbon_politics,Sandstone Fabric ,2
smarter_answering,Black  Dot,2
smartphone_dont,Black  Spot,1
smartthing_hub,Black  Plus,1
smartthings_buy,Black  Plus,1
smell_honestly,Black  Plus,1
smooth_make,Black  Plus,1
smooth_speaker,Black  Show,1
smoothly_love,Black  Spot,1
snarl_tell,Black  Spot,1
sneaky_way,Black  Plus,1
snell_speaker,Black  Plus,1
snooze_alarm,Black  Spot,2
snooze_cancel,Black  Spot,1
snooze_half,White  Spot,1
snooze_minute,White  Spot,1
snooze_one,Black  Spot,1
snooze_swipe,Black  Spot,2
snooze_think,Black  Spot,1
snooze_turn,White  Spot,1
snoozed_alarm,Black  Spot,1
soaking_package,Black  Plus,1
soccer_wont,Black  Plus,1
social_medium,Black  Plus,1
socket_time,Charcoal Fabric ,2
socket_yes,Charcoal Fabric ,2
sofa_time,White  Plus,1
soft_reset,Black,1
softly_falling,White  Spot,1
software_allow,Black  Spot,1
software_flaw,White  Spot,1
software_horrible,Black,1
software_include,Configuration: Fire TV Stick,1
software_issue,White  Spot,1
software_update,Black  Plus,1
software_update,Black  Spot,1
software_update,White  Spot,1
software_wa,Configuration: Fire TV Stick,1
sold_amazon,Black,1
sold_felt,Black  Plus,1
sold_pair,White  Spot,1
solely_based,Black  Dot,2
solid_color,Black,1
solid_echo,Black  Spot,1
solid_entry,Configuration: Fire TV Stick,1
solo_alcohol,White  Dot,2
solution_also,Black  Show,1
solution_call,White  Show,1
solution_please,Black  Dot,2
solution_thank,Configuration: Fire TV Stick,1
solved_issue,White,1
solved_problem,Black  Show,1
solves_efficiency,White  Spot,1
somebody_community,Black  Plus,1
someone_door,Black  Spot,1
someone_door,White  Show,1
someone_else,Black,1
someone_enjoys,White  Plus,1
someone_fall,White  Dot,2
someone_ha,Black  Spot,1
someone_life,White  Show,1
someone_living,White  Plus,1
someone_mention,White  Spot,1
someone_please,White  Plus,1
someone_stoled,Charcoal Fabric ,2
someone_talk,Black  Dot,2
someone_talk,White  Plus,1
someone_would,White  Spot,1
something_alexa,Black  Show,1
something_alexa,White  Show,1
something_app,Black  Plus,1
something_asked,Black  Plus,1
something_audio,Black  Show,1
something_bad,White  Plus,1
something_buying,Black,1
something_clear,Black  Show,1
something_comeletely,Black  Show,1
something_cost,Black  Spot,1
something_different,Configuration: Fire TV Stick,1
something_doesnt,Black  Plus,1
something_doesnt,White  Show,1
something_else,Black  Plus,1
something_else,Charcoal Fabric ,2
something_else,Configuration: Fire TV Stick,1
something_elsei,Black  Plus,1
something_great,Black  Dot,2
something_happening,Black  Plus,1
something_its,White  Spot,1
something_look,Charcoal Fabric ,2
something_play,Heather Gray Fabric ,2
something_rattling,White  Plus,1
something_referred,Black  Show,1
something_scheduled,Configuration: Fire TV Stick,1
something_seems,Charcoal Fabric ,2
something_setup,Black  Spot,1
something_show,White  Spot,1
something_smaller,Black  Dot,2
something_special,Black  Plus,1
something_still,Black  Show,1
something_thats,Black  Show,1
something_trying,Oak Finish ,2
something_turn,Black  Show,1
something_tv,Black  Plus,1
something_wa,Black  Spot,1
something_went,Black  Plus,1
something_widespread,Black,1
something_word,Black  Spot,1
something_work,Black  Plus,1
something_would,Black  Plus,1
something_wrong,Black,1
sometime_go,Black,1
sometimes_alexa,Black  Plus,1
sometimes_alexa,Black  Spot,1
sometimes_alexa,Heather Gray Fabric ,2
sometimes_alexa,White  Spot,1
sometimes_alexis,Configuration: Fire TV Stick,1
sometimes_ask,Black,1
sometimes_cant,White,1
sometimes_come,Black  Spot,1
sometimes_connection,Oak Finish ,2
sometimes_doe,Black,1
sometimes_doe,Black  Show,1
sometimes_doesnt,Black  Spot,1
sometimes_doesnt,Charcoal Fabric ,2
sometimes_doesnt,Heather Gray Fabric ,2
sometimes_finding,Black  Plus,1
sometimes_freeze,Black  Spot,1
sometimes_get,White  Dot,2
sometimes_ha,Charcoal Fabric ,4
sometimes_hard,White  Show,1
sometimes_heard,Black  Spot,1
sometimes_ill,Black  Spot,1
sometimes_lag,Black  Spot,1
sometimes_lol,Heather Gray Fabric ,2
sometimes_night,Black  Spot,1
sometimes_pick,Black  Spot,1
sometimes_playing,Walnut Finish ,1
sometimes_reset,Black,1
sometimes_take,Black  Show,1
somewhat_groggy,White  Spot,1
somewhat_limited,Charcoal Fabric ,2
somewhat_useful,Black  Spot,1
son_always,White,1
son_ask,Black,1
son_birthday,White  Spot,1
son_currently,Black  Plus,1
son_daughter,Black  Plus,1
son_decided,Black  Plus,1
son_didnt,Black,1
son_dot,Black  Show,1
son_get,Black  Show,1
son_get,Charcoal Fabric ,2
son_ha,White  Dot,2
son_law,Black  Spot,1
son_love,Black,1
son_love,Black  Dot,4
son_love,Heather Gray Fabric ,2
son_love,White  Dot,2
son_prime,Black  Spot,1
son_room,Black,1
son_sad,Black  Plus,1
son_school,Black  Spot,1
son_voice,White  Spot,1
son_wanted,Black,2
son_wasnt,Heather Gray Fabric ,2
song_arent,White,1
song_artist,White  Spot,1
